Customer ID,Frequency,Monetary,churn_prob,churned
12433.0,5,10992.51,0.07,0
12434.0,2,583.54,0.19,0
12435.0,5,10075.03,0.53,0
12437.0,30,10208.72,0.04,0
12438.0,1,890.07,0.22,0
12439.0,2,1158.18,0.83,1
12440.0,2,859.2,0.85,1
12441.0,1,347.1,0.66,1
12443.0,1,485.31,0.83,1
12444.0,1,1870.2,0.19,0
12445.0,1,301.58,0.27,0
12447.0,1,476.49,0.71,1
12449.0,3,1627.53,0.16,0
12450.0,5,688.2,0.43,1
12451.0,5,8942.18,0.03,0
12454.0,4,13151.44,0.18,0
12455.0,8,5510.89,0.15,0
12456.0,1,940.17,0.33,0
12457.0,4,1699.93,0.2,0
12458.0,3,1272.01,0.39,0
12459.0,1,454.36,0.82,1
12460.0,1,326.65,0.83,1
12461.0,1,626.88,0.57,0
12462.0,1,762.11,0.65,0
12463.0,3,985.79,0.18,0
12464.0,5,590.45,0.2,0
12465.0,1,440.94,0.18,0
12466.0,1,56.73,0.95,1
12467.0,1,132.8,0.98,1
12468.0,5,3670.7400000000002,0.37,1
12469.0,2,3070.54,0.8,1
12470.0,1,211.95,0.94,1
12471.0,65,29515.32,0.07,0
12472.0,17,16236.08,0.08,0
12473.0,1,672.19,0.24,0
12474.0,25,8945.04,0.01,0
12475.0,1,426.26,0.15,0
12476.0,18,10490.66,0.0,0
12477.0,5,11633.6,0.08,0
12480.0,6,4328.17,0.13,0
12481.0,13,10866.83,0.05,0
12482.0,29,23691.4,0.62,1
12483.0,16,3950.21,0.02,0
12484.0,8,4105.09,0.25,0
12485.0,1,708.1,0.87,1
12486.0,1,1037.28,0.7,1
12487.0,1,285.3,0.76,1
12489.0,1,334.93,0.9,1
12490.0,15,6498.42,0.0,0
12492.0,1,452.0,0.29,0
12493.0,2,433.74,0.88,1
12494.0,7,1495.63,0.12,0
12495.0,1,357.4,0.97,1
12496.0,2,54.09,0.9,1
12497.0,2,5205.400000000001,0.21,0
12499.0,1,393.72,0.78,1
12500.0,13,3093.23,0.05,0
12501.0,1,2169.39,0.47,1
12502.0,3,1842.65,0.47,0
12503.0,1,1126.0,0.92,1
12504.0,2,297.0,0.17,0
12505.0,1,955.2,0.9,1
12506.0,1,73.5,0.89,1
12507.0,3,1032.16,0.28,0
12509.0,1,176.5,0.96,1
12510.0,9,5178.02,0.71,1
12511.0,1,3084.02,0.72,1
12514.0,2,1597.76,0.7,1
12515.0,1,383.7,0.9,1
12516.0,3,1919.76,0.22,0
12517.0,1,766.95,0.31,0
12519.0,1,385.7,0.26,0
12520.0,4,2045.85,0.34,0
12521.0,1,599.68,0.81,1
12523.0,17,3287.32,0.06,0
12524.0,15,9762.87,0.03,0
12525.0,3,973.73,0.89,1
12527.0,4,671.72,0.23,0
12528.0,3,1053.37,0.27,0
12529.0,1,316.48,0.97,1
12530.0,7,2901.98,0.12,0
12531.0,1,1807.98,0.24,0
12533.0,2,1367.89,0.9,1
12535.0,1,371.45,0.39,0
12537.0,1,732.94,0.74,1
12538.0,1,276.5,0.19,0
12539.0,6,10164.09,0.07,0
12540.0,25,17131.78,0.0,0
12541.0,2,536.14,0.19,0
12542.0,2,481.88,0.81,1
12543.0,1,980.25,0.82,1
12545.0,1,628.15,0.53,0
12547.0,3,383.58,0.88,1
12548.0,1,95.19999999999999,0.86,1
12549.0,6,1575.68,0.76,1
12551.0,1,168.0,0.99,1
12553.0,8,2935.84,0.07,0
12554.0,1,468.5,0.83,1
12555.0,1,129.23,0.9647854705021941,1
12556.0,1,312.9,0.39,0
12557.0,7,15726.140000000001,0.28,0
12559.0,2,561.71,0.9,1
12560.0,1,1292.31,0.34,0
12561.0,1,238.85,0.82,1
12562.0,4,2140.41,0.4,0
12563.0,1,249.24,0.9,1
12564.0,1,456.90000000000003,0.91,1
12565.0,1,145.92000000000002,0.77,1
12567.0,12,10415.68,0.03,0
12568.0,1,70.0,0.97,1
12569.0,9,1567.99,0.16,0
12570.0,1,77.52,0.99,1
12573.0,5,717.41,0.78,1
12574.0,1,218.45000000000002,0.81,1
12575.0,2,622.82,0.82,1
12576.0,6,1487.74,0.19,0
12577.0,6,1191.84,0.22,0
12578.0,3,3456.6,0.15,0
12580.0,2,1052.9,0.73,1
12582.0,4,1980.4,0.67,1
12583.0,20,11155.17,0.01,0
12584.0,3,769.84,0.19,0
12585.0,2,2040.1,0.47,1
12586.0,3,1865.73,0.27,0
12588.0,3,743.88,0.13,0
12589.0,7,4180.48,0.19,0
12590.0,2,9864.26,0.74,1
12591.0,3,1352.15,0.79,1
12592.0,4,2376.86,0.05,0
12593.0,1,236.0,0.21,0
12594.0,12,3559.84,0.02,0
12595.0,1,299.02,0.78,1
12596.0,1,269.95,0.09,0
12597.0,2,1428.81,0.34,0
12598.0,7,3095.39,0.07,0
12599.0,11,1940.88,0.07,0
12600.0,18,4106.07,0.06,0
12601.0,6,681.26,0.9,1
12604.0,1,178.5,0.33,0
12605.0,4,1232.95,0.82,1
12606.0,1,21.0,0.99,1
12608.0,1,415.79,0.83,1
12609.0,8,3109.7400000000002,0.1,0
12613.0,9,4953.21,0.04,0
12614.0,1,315.6,0.76,1
12615.0,5,4084.53,0.08,0
12616.0,2,673.4,0.2,0
12619.0,5,1849.48,0.11,0
12620.0,1,561.66,0.31,0
12621.0,28,19686.37,0.0,0
12622.0,1,180.1,0.89,1
12623.0,7,3747.84,0.12,1
12624.0,1,299.94,0.15,0
12625.0,4,5164.88,0.35,1
12626.0,4,3247.9,0.14,0
12627.0,1,768.02,0.13,0
12629.0,2,1558.22,0.65,1
12631.0,5,2841.07,0.1,0
12632.0,2,804.88,0.75,1
12633.0,5,5243.7300000000005,0.07,0
12634.0,2,490.0,0.94,1
12635.0,3,1924.8700000000001,0.48,0
12636.0,1,141.0,0.9347854705021941,1
12637.0,9,5372.51,0.13,0
12638.0,1,249.8,0.37,0
12639.0,3,1312.3700000000001,0.94,1
12643.0,11,7148.2,0.16,0
12644.0,3,1440.58,0.34,0
12645.0,6,2563.02,0.03,0
12647.0,32,16780.44,0.03,0
12648.0,4,1112.0,0.77,1
12649.0,6,2046.14,0.32,0
12651.0,4,377.75,0.85,1
12652.0,2,1017.0300000000001,0.83,1
12653.0,3,4160.83,0.46,1
12654.0,3,337.75,0.64,0
12655.0,1,261.35,0.91,1
12656.0,5,4016.26,0.41,0
12661.0,1,162.0,0.97,1
12662.0,15,5407.9800000000005,0.05,0
12663.0,2,239.4,0.93,1
12664.0,5,3145.64,0.16,0
12665.0,3,313.6,0.88,1
12666.0,1,1248.42,0.96,1
12668.0,9,10562.0,0.05,0
12669.0,3,2744.0299999999997,0.77,1
12670.0,4,1790.63,0.06,0
12671.0,1,2622.481,0.9,1
12672.0,2,437.05,0.94,1
12673.0,2,840.4,0.16,0
12674.0,2,976.8,0.33,0
12675.0,2,958.5,0.84,1
12676.0,8,2340.65,0.04,0
12677.0,2,395.1,0.84,1
12678.0,16,23459.54,0.07,0
12679.0,2,906.38,0.21,0
12681.0,38,26947.32,0.03,0
12682.0,38,18831.53,0.02,0
12683.0,16,9307.14,0.01,0
12684.0,4,1379.48,0.2,0
12686.0,1,178.28,0.91,1
12687.0,2,2138.91,0.76,1
12690.0,1,389.01,0.91,1
12691.0,5,690.9,0.23,0
12692.0,1,110.95,1.0,1
12693.0,6,1477.88,0.12,0
12694.0,2,1413.18,0.45,0
12695.0,4,914.27,0.19,0
12696.0,2,851.91,0.8,1
12697.0,1,390.5,0.28,0
12698.0,1,339.75,0.87,1
12699.0,1,638.11,0.81,1
12700.0,2,2149.05,0.2,0
12701.0,5,1985.78,0.51,0
12703.0,3,722.98,0.61,0
12704.0,1,329.56,0.28,0
12705.0,9,9056.33,0.03,0
12707.0,1,603.42,0.78,1
12708.0,14,4229.13,0.0,0
12709.0,29,27825.93,0.04,0
12710.0,2,790.36,0.52,0
12711.0,2,1339.05,0.54,1
12712.0,18,6468.46,0.02,0
12714.0,10,11660.03,0.06,0
12717.0,3,1308.91,0.89,1
12720.0,18,5465.0,0.04,0
12721.0,6,3055.86,0.09,0
12722.0,1,302.92,0.18,0
12724.0,5,1566.47,0.13,0
12725.0,4,2694.56,0.76,1
12726.0,9,2872.82,0.08,0
12727.0,8,4499.2300000000005,0.21,0
12728.0,4,851.15,0.29,0
12730.0,1,829.25,0.93,1
12731.0,13,18204.05,0.04,0
12732.0,1,236.26000000000002,0.74,1
12733.0,4,2424.87,0.83,1
12734.0,3,639.65,0.76,1
12735.0,2,779.5699999999999,0.7,1
12736.0,1,234.0,0.95,1
12737.0,2,3710.5,0.99,1
12738.0,1,310.7,0.61,1
12739.0,2,1713.69,0.16,0
12741.0,2,406.07,0.92,1
12742.0,1,1201.52,0.71,1
12744.0,9,18249.74,0.14,0
12745.0,3,925.41,0.88,1
12746.0,1,254.55,0.85,1
12747.0,22,7548.2300000000005,0.01,0
12748.0,239,35385.36,0.02,0
12749.0,5,3665.58,0.12,0
12751.0,1,268.27,0.89,1
12753.0,5,16620.91,0.19,0
12754.0,3,3010.74,0.75,1
12755.0,11,9030.66,0.72,1
12757.0,7,5281.08,0.19,0
12758.0,6,8681.84,0.12,0
12759.0,7,4571.82,0.04,0
12760.0,1,347.8,0.95,1
12761.0,2,782.95,0.79,1
12763.0,2,814.16,0.87,1
12764.0,1,1693.88,0.89,1
12765.0,6,1404.58,0.64,1
12766.0,7,8030.84,0.13,0
12767.0,1,949.82,0.89,1
12768.0,1,168.69,0.98,1
12769.0,1,1143.6,0.94,1
12770.0,2,3246.45,0.8,1
12771.0,1,282.3,0.85,1
12773.0,1,124.25,0.98,1
12774.0,1,98.7,0.97,1
12775.0,6,1464.76,0.11,0
12776.0,1,55.5,0.99,1
12777.0,1,519.45,0.71,1
12778.0,7,1445.51,0.19,0
12779.0,13,5740.32,0.07,0
12780.0,1,337.4,0.88,1
12781.0,1,549.26,0.61,0
12782.0,10,4365.99,0.1,0
12784.0,1,1230.33,0.2,0
12785.0,3,1100.4,0.8,1
12786.0,1,728.5,0.92,1
12787.0,2,556.62,0.27,0
12788.0,4,444.90000000000003,0.94,1
12789.0,2,181.5,0.3,0
12790.0,2,591.85,0.87,1
12791.0,6,1056.1100000000001,0.79,1
12792.0,2,827.01,0.93,1
12793.0,3,1017.33,0.85,1
12796.0,1,381.0,0.46,1
12797.0,2,806.11,0.62,1
12798.0,2,3140.9300000000003,0.19,0
12799.0,1,219.35,0.89,1
12800.0,3,584.25,0.87,1
12801.0,1,1071.82,0.7,1
12802.0,7,2416.42,0.67,1
12803.0,1,1092.81,0.53,1
12804.0,2,327.02,0.78,1
12805.0,4,1434.95,0.77,1
12806.0,4,2878.96,0.43,1
12807.0,1,330.35,0.86,1
12808.0,4,703.8000000000001,0.56,0
12809.0,3,1755.94,0.78,1
12810.0,2,534.99,0.79,1
12811.0,5,1033.9,0.75,1
12813.0,3,1687.8,0.77,1
12815.0,2,1063.46,0.92,1
12816.0,1,318.65000000000003,0.34,0
12817.0,3,690.98,0.82,1
12818.0,1,1542.0800000000002,0.89,1
12819.0,1,540.52,0.8,1
12820.0,8,1917.64,0.12,0
12821.0,2,220.8,0.9,1
12823.0,16,5736.5,0.11,0
12825.0,2,518.63,0.85,1
12826.0,9,2299.65,0.12,0
12829.0,3,385.3,0.67,1
12830.0,2,2869.76,0.17,0
12831.0,3,451.11,0.89,1
12833.0,1,417.38,0.89,1
12834.0,1,312.38,0.78,1
12835.0,41,6043.31,0.75,1
12836.0,14,6085.29,0.01,0
12837.0,2,688.41,0.86,1
12838.0,9,3106.14,0.13,0
12839.0,18,6511.28,0.01,0
12840.0,7,4041.9700000000003,0.67,1
12841.0,30,6096.0,0.01,0
12842.0,3,1109.73,0.17,0
12843.0,29,6578.46,0.0,0
12844.0,2,322.64,0.14,0
12845.0,4,354.09000000000003,0.85,1
12846.0,1,15.58,0.97,1
12847.0,1,765.36,0.79,0
12848.0,1,208.0,0.92,1
12849.0,5,2744.17,0.14,0
12850.0,1,330.0,0.95,1
12851.0,1,148.95,0.89,0
12852.0,1,311.55,0.69,1
12853.0,11,3907.5,0.46,1
12854.0,6,2479.89,0.02,0
12855.0,4,650.94,0.88,1
12857.0,6,3688.0,0.76,1
12858.0,1,177.92000000000002,0.95,1
12859.0,1,575.1,0.88,1
12860.0,1,55.47,0.84,1
12861.0,1,68.25,0.94,1
12862.0,2,1008.32,0.84,1
12863.0,5,2271.35,0.18,0
12864.0,2,299.57,0.69,1
12865.0,2,1755.24,0.17,0
12866.0,3,1227.35,0.5,1
12867.0,11,6228.92,0.11,0
12868.0,8,2247.06,0.84,1
12869.0,1,337.67,0.86,1
12870.0,3,1676.95,0.88,1
12871.0,2,495.38,0.25,0
12872.0,12,3685.4900000000002,0.62,1
12873.0,3,2027.3,0.9,1
12874.0,2,948.42,0.88,1
12875.0,5,1356.9900000000002,0.51,1
12876.0,3,2590.2,0.45,0
12877.0,16,2378.23,0.07,0
12878.0,2,854.99,0.86,1
12880.0,2,640.13,0.85,1
12881.0,1,298.0,0.89,1
12886.0,1,775.0,0.92,0
12887.0,1,222.4,0.81,1
12888.0,2,354.12,0.91,1
12889.0,4,385.46000000000004,0.8,1
12890.0,1,336.8,0.31,0
12891.0,11,840.5,0.82,1
12892.0,1,263.38,0.89,1
12894.0,1,157.35,0.96,1
12897.0,4,514.25,0.92,1
12898.0,2,310.96000000000004,0.87,1
12899.0,1,366.4,0.97,1
12900.0,1,340.33000000000004,0.93,1
12901.0,17,10170.2,0.1,0
12902.0,1,138.68,0.93,1
12903.0,1,833.5300000000001,0.53,1
12904.0,1,244.69,0.26,0
12905.0,2,1018.42,0.92,1
12907.0,2,508.91,0.86,1
12908.0,5,1776.0,0.8,1
12909.0,6,2452.89,0.09,0
12910.0,8,3863.98,0.01,0
12911.0,1,1680.47,0.88,1
12913.0,11,5083.62,0.26,0
12914.0,1,223.98000000000002,0.85,1
12915.0,4,1174.75,0.87,1
12916.0,7,4654.02,0.2,1
12917.0,5,3765.2,0.08,0
12918.0,1,10953.5,0.95,1
12919.0,2,259.0,0.76,0
12920.0,3,323.86,0.69,0
12921.0,56,26773.68,0.02,0
12922.0,1,405.38,0.95,1
12923.0,2,612.9,0.19,0
12924.0,11,2190.9700000000003,0.1,0
12925.0,1,35.28,0.34,0
12926.0,4,1548.46,0.44,1
12927.0,1,197.31,0.89,1
12928.0,10,3378.33,0.03,0
12929.0,1,117.85,0.96,1
12930.0,1,221.56,0.3,0
12931.0,49,54212.08,0.03,0
12932.0,8,1698.56,0.72,1
12933.0,7,1436.99,0.26,0
12934.0,1,181.65,0.74,1
12935.0,11,3302.48,0.07,0
12937.0,7,2021.57,0.14,0
12939.0,16,21673.08,0.08,0
12941.0,1,377.49,0.99,1
12942.0,2,655.27,0.46,0
12943.0,2,496.5,0.92,1
12944.0,1,286.95,0.26,0
12945.0,2,900.11,0.82,1
12946.0,1,324.45,0.82,1
12947.0,6,1908.03,0.71,1
12948.0,5,1138.74,0.53,0
12949.0,17,13610.18,0.03,0
12951.0,14,2901.4300000000003,0.0,0
12953.0,1,498.96,0.3,0
12954.0,1,162.45,0.99,1
12955.0,5,1346.92,0.14,0
12956.0,4,521.89,0.72,1
12957.0,9,6404.72,0.05,0
12958.0,2,539.49,0.55,1
12959.0,1,150.95,0.98,1
12960.0,4,1322.0700000000002,0.89,1
12961.0,1,211.99,0.95,1
12963.0,5,2110.76,0.18,0
12964.0,1,132.24,0.87,1
12967.0,3,4306.92,0.55,1
12969.0,1,122.45,0.96,1
12970.0,8,1096.53,0.18,0
12971.0,85,11770.08,0.02,0
12972.0,4,1161.2,0.77,1
12973.0,1,385.55,0.9,1
12974.0,2,408.95,0.93,1
12975.0,6,2100.09,0.81,1
12976.0,8,3156.38,0.65,1
12977.0,4,517.63,0.83,1
12978.0,5,2502.82,0.74,1
12979.0,1,517.7,0.83,1
12980.0,21,16245.78,0.64,1
12982.0,8,2744.81,0.66,1
12983.0,1,490.08,0.78,1
12986.0,10,2729.84,0.74,1
12987.0,4,1057.81,0.69,0
12988.0,1,535.32,0.89,1
12989.0,26,11096.78,0.0,0
12990.0,6,809.9,0.43,0
12991.0,1,261.06,0.22,0
12992.0,1,93.35,0.99,1
12993.0,6,1020.17,0.77,0
12994.0,1,352.6,0.79,0
12996.0,1,355.5,1.0,1
12997.0,6,1492.49,0.1,0
12998.0,3,920.08,0.82,1
12999.0,3,455.88,0.47,1
13000.0,3,956.1800000000001,0.18,0
13001.0,31,22968.7,0.0,0
13002.0,3,414.13,0.78,1
13003.0,2,89.05000000000001,0.16,0
13004.0,28,9143.52,0.03,0
13005.0,4,999.68,0.61,1
13007.0,1,175.25,1.0,1
13008.0,3,612.13,0.91,1
13009.0,1,234.0,0.97,1
13010.0,2,330.12,0.84,1
13011.0,1,101.10000000000001,0.84,1
13012.0,7,2323.3,0.03,0
13013.0,22,10747.960000000001,0.03,0
13014.0,5,3703.58,0.12,0
13015.0,10,5003.18,0.07,0
13018.0,21,6607.66,0.04,0
13019.0,6,1229.95,0.56,1
13020.0,2,618.96,0.94,1
13021.0,12,3423.33,0.02,0
13022.0,1,65.3,0.79,1
13023.0,1,759.13,0.22,0
13024.0,2,555.87,0.86,1
13025.0,1,323.39,0.6,1
13026.0,6,1001.44,0.27,0
13027.0,18,15799.2,0.15,0
13029.0,4,1453.0,0.21,0
13030.0,1,855.48,0.24,0
13031.0,5,3419.27,0.19,1
13032.0,7,1833.3700000000001,0.36,0
13033.0,2,220.55,0.87,1
13034.0,2,445.77,0.25,0
13035.0,2,775.32,0.21,0
13036.0,1,307.1,0.93,1
13037.0,12,3914.9500000000003,0.66,1
13038.0,2,591.76,0.28,0
13039.0,4,1010.73,0.89,1
13041.0,4,799.13,0.89,1
13042.0,3,1556.54,0.7,1
13043.0,1,516.42,0.77,1
13044.0,11,4853.9,0.66,1
13045.0,2,503.64,0.29,0
13046.0,2,517.66,0.21,0
13047.0,21,7791.7,0.0,0
13048.0,7,3188.2200000000003,0.25,0
13049.0,3,905.34,0.19,0
13050.0,29,10306.18,0.02,0
13051.0,2,155.8,0.98,1
13052.0,7,3168.53,0.13,1
13053.0,1,127.65,0.99,1
13055.0,2,1451.56,0.23,0
13056.0,1,209.48,0.85,1
13057.0,3,722.09,0.82,1
13058.0,1,47.550000000000004,0.49,0
13059.0,10,2303.17,0.58,1
13060.0,1,307.53000000000003,0.84,1
13062.0,1,346.98,0.98,1
13063.0,1,188.4,0.94,1
13064.0,4,1220.5,0.57,0
13065.0,5,1260.91,0.91,1
13067.0,2,393.05,0.7,0
13068.0,1,165.0,0.5875388609290879,0
13069.0,31,8458.98,0.05,0
13070.0,4,751.7,0.87,1
13071.0,1,129.22,0.92,1
13072.0,1,177.15,0.99,1
13073.0,2,418.08,0.93,1
13074.0,4,1378.74,0.28,1
13076.0,1,135.4,0.94,1
13077.0,10,2912.84,0.03,0
13078.0,44,22721.02,0.04,0
13079.0,2,222.88000000000002,0.28,0
13080.0,4,280.73,0.92,1
13081.0,25,49737.89,0.02,0
13082.0,20,7245.75,0.06,0
13083.0,1,91.67999999999999,0.29,0
13084.0,1,122.39999999999999,0.88,1
13085.0,8,2433.28,0.77,1
13086.0,1,439.33000000000004,0.93,1
13087.0,1,313.64,0.89,1
13088.0,1,236.11,0.93,1
13089.0,168,93070.33,0.02,0
13090.0,19,10104.29,0.06,0
13091.0,2,1976.0,0.82,0
13092.0,11,2102.2,0.07,0
13093.0,55,54943.65,0.64,1
13094.0,10,1822.5600000000002,0.29,0
13096.0,1,419.7000000000001,0.85,1
13097.0,25,11380.66,0.05,0
13098.0,15,11807.88,0.04,0
13101.0,4,695.4,0.88,1
13102.0,30,9692.39,0.0,0
13103.0,2,465.70000000000005,0.27,0
13104.0,5,824.34,0.26,0
13105.0,1,72.0,1.0,1
13106.0,1,526.96,0.56,0
13107.0,7,4656.67,0.02,0
13108.0,2,1098.52,0.75,1
13109.0,2,717.34,0.34,0
13110.0,10,2511.04,0.15,0
13111.0,1,321.88,0.89,1
13112.0,1,20.599999999999998,0.92,1
13113.0,31,16023.79,0.03,0
13114.0,1,234.38,0.96,1
13115.0,7,4078.47,0.1,0
13116.0,1,501.14,0.83,1
13117.0,16,2410.27,0.2,0
13118.0,7,2017.3,0.12,0
13119.0,1,134.9,0.97,1
13120.0,1,30.6,0.87,1
13121.0,1,283.73,0.98,1
13122.0,1,903.6700000000001,0.14,0
13123.0,2,506.75,0.77,1
13124.0,3,3490.2400000000002,0.24,0
13125.0,1,158.57,0.89,1
13126.0,10,2976.03,0.1,0
13128.0,1,263.5,0.94,1
13129.0,2,233.25,0.68,1
13131.0,5,2565.37,0.12,0
13132.0,1,77.3,0.65,1
13133.0,3,200.45,0.95,1
13134.0,5,1567.39,0.07,0
13135.0,2,3371.45,0.81,1
13136.0,11,4893.63,0.11,0
13137.0,11,5227.52,0.09,0
13138.0,3,891.7,0.17,0
13139.0,3,4308.06,0.19,0
13140.0,3,951.47,0.25,0
13141.0,16,6680.86,0.02,0
13143.0,1,405.1,0.72,1
13144.0,2,135.35,0.61,1
13145.0,4,1100.0,0.23,0
13148.0,22,7184.46,0.05,0
13149.0,2,882.9,0.17,0
13150.0,3,449.96999999999997,0.78,1
13151.0,3,2580.7400000000002,0.85,1
13152.0,7,2146.38,0.73,1
13154.0,3,1624.84,0.85,1
13155.0,4,1347.6200000000001,0.44,0
13156.0,3,1586.54,0.79,1
13157.0,8,4819.34,0.02,0
13158.0,3,869.95,0.22,0
13161.0,2,478.88,0.82,1
13162.0,15,8892.64,0.05,0
13163.0,1,17.65,0.98,1
13164.0,2,372.2,0.79,1
13165.0,2,784.3199999999999,0.23,0
13166.0,2,884.1800000000001,0.88,1
13167.0,2,576.73,0.22,0
13168.0,4,1528.78,0.1,0
13169.0,2,632.4,0.17,0
13171.0,1,140.35,0.22,0
13172.0,1,69.6,1.0,1
13173.0,10,2451.64,0.1,0
13174.0,11,8786.08,0.06,0
13175.0,2,831.45,0.56,1
13177.0,1,229.75,0.24,0
13178.0,17,11929.65,0.03,0
13179.0,1,572.3100000000001,0.87,1
13180.0,1,86.1,0.84,1
13181.0,1,359.69,0.96,1
13183.0,11,5261.42,0.07,0
13184.0,7,1314.99,0.08,0
13185.0,1,71.4,0.99,1
13187.0,4,367.01,0.87,1
13190.0,3,570.66,0.79,1
13191.0,1,164.69,0.86,1
13192.0,5,2110.96,0.58,0
13194.0,2,472.78,0.68,1
13195.0,1,172.38,0.95,1
13196.0,4,1783.19,0.09,0
13197.0,1,373.01,0.99,1
13198.0,6,4092.31,0.09,0
13199.0,48,10967.53,0.15,0
13201.0,4,1240.6100000000001,0.78,1
13202.0,7,1580.3,0.73,1
13203.0,7,1944.5,0.12,0
13204.0,1,966.6600000000001,0.78,1
13205.0,1,2803.2,0.86,1
13206.0,13,8377.32,0.6,1
13207.0,3,483.12000000000006,0.57,0
13208.0,7,1599.67,0.12,0
13209.0,9,6178.72,0.09,0
13211.0,8,1642.6,0.45,0
13213.0,9,2882.4700000000003,0.02,0
13214.0,7,3264.23,0.75,1
13215.0,1,81.6,1.0,1
13216.0,1,333.74,0.93,1
13217.0,2,217.5,0.3,0
13219.0,1,76.23,0.97,1
13220.0,4,1243.29,0.14,0
13221.0,2,847.41,0.85,1
13222.0,1,88.5,0.9,1
13223.0,6,969.12,0.52,1
13224.0,1,1212.26,0.29,0
13225.0,14,14095.79,0.12,0
13226.0,2,312.46,0.68,1
13227.0,1,257.7,0.85,1
13229.0,1,160.95,0.91,1
13230.0,28,5787.99,0.0,0
13232.0,4,878.45,0.23,0
13233.0,3,875.58,0.25,0
13234.0,2,356.95,0.85,1
13235.0,1,1031.07,0.9,1
13237.0,1,643.0,0.65,1
13238.0,4,624.75,0.17,0
13239.0,5,1594.69,0.78,1
13240.0,7,1628.48,0.29,0
13241.0,1,115.58,0.82,1
13242.0,6,533.0,0.17,0
13243.0,5,1278.04,0.28,1
13245.0,1,558.72,0.2,0
13246.0,10,3261.12,0.06,0
13248.0,1,387.47,0.67,0
13249.0,7,1189.36,0.18,0
13250.0,2,256.04,0.84,1
13251.0,1,252.68,0.95,1
13252.0,2,399.3,0.95,1
13253.0,4,2951.11,0.37,1
13254.0,1,51.41,0.95,1
13255.0,2,730.65,0.21,0
13257.0,1,149.75,0.89,1
13258.0,3,561.22,0.2,0
13259.0,8,1141.06,0.06,0
13261.0,2,944.1,0.86,1
13262.0,3,573.45,0.46,1
13263.0,24,5536.31,0.09,0
13264.0,1,722.5600000000001,0.33,1
13265.0,3,1465.66,0.04,0
13266.0,14,4502.43,0.0,0
13267.0,30,7724.360000000001,0.0,0
13268.0,6,2150.25,0.17,0
13269.0,20,6211.24,0.0,0
13270.0,1,1180.0,0.98,1
13274.0,1,360.85,1.0,1
13275.0,2,241.66,0.88,1
13276.0,3,1348.33,0.21,0
13277.0,3,264.9,0.27,0
13278.0,3,893.12,0.6,0
13280.0,6,2207.13,0.03,0
